1.350065536928018561e+00,1.901204925392296685e+00,2.523709750170864297e+00,3.056362146026656124e+00,3.585996623478595602e+00,4.528384290091195474e+00,5.729475172265036775e+00,6.579276814756484626e+00,7.290350049435441626e+00,8.433242461730060313e+00,9.861853245455488803e+00,1.128935378947975288e+01,1.244797837707150734e+01,1.326588714274463676e+01,1.385504134134224152e+01,1.400541649046875392e+01,1.359387774020015272e+01,1.286075854737156199e+01,1.208897764420889764e+01,1.173987319974039956e+01,1.186523922072593962e+01,1.246069276515277835e+01,1.311814951951526709e+01,1.350213826198235090e+01,1.347808509362224783e+01,1.342848218628890145e+01,1.335691542971037826e+01,1.273498551269920576e+01,1.160485405907516387e+01,1.079242769434342719e+01,1.028896307072794691e+01,9.673436725603988151e+00,8.878807257799373076e+00,8.091812105758707574e+00,7.513600228839999673e+00,7.111460782557185389e+00,6.734197448908620487e+00,6.190760603485630398e+00,5.484176712852095292e+00,4.844704205113475659e+00,9.164196854655298097e+00,9.951319437170724314e+00,1.080604405116277000e+01,1.173417584488500509e+01,1.274201831530036522e+01,1.383641606264074575e+01,1.502480120745360281e+01,4.876047770062715472e+02,5.000050855557970522e+02,5.118377947169611843e+02,5.230536904437543626e+02,5.336125557409973226e+02,5.434839997348668703e+02,5.526478921762733307e+02,4.340851418458692379e+00,3.974988198722169574e+00,3.764132688556282691e+00,3.774294854586714987e+00,3.995543712335072328e+00,4.476739181064756323e+00,4.846978232748980986e+00
6.177466626355602841e+00,8.126940145904541168e+00,1.042551095560379970e+01,1.311459134108671698e+01,1.635461344761830915e+01,1.910354841625446554e+01,2.197222151982350624e+01,2.656146195051689318e+01,3.623651913478217068e+01,5.346675060581660688e+01,7.128422870284164503e+01,8.641016123759172274e+01,9.880464569128392327e+01,1.067387876660553303e+02,1.092224307923718527e+02,1.068081203100001204e+02,1.064692079040154908e+02,1.151868981030775672e+02,1.282054343065925650e+02,1.440115202227812858e+02,1.594200469410558298e+02,1.710770576135285523e+02,1.854593257735373868e+02,2.053373046928072654e+02,2.217397419756423176e+02,2.343534175064306169e+02,2.477370331863286594e+02,2.577092949195600227e+02,2.547668881578273954e+02,2.417615871745653351e+02,2.298333312507397466e+02,2.213013568132938644e+02,2.072185874801982663e+02,1.932573677380264314e+02,1.884918732647198567e+02,1.885258633719105319e+02,1.904720494799591393e+02,1.971313993491488930e+02,2.033325848287927897e+02,2.099364777344512447e+02,1.818133513706861208e+02,1.774521249884851670e+02,1.725624128863121314e+02,1.672235771226184227e+02,1.615160280741554288e+02,1.555190533968506088e+02,1.493089535640585268e+02,7.625294888354218301e+02,7.457331199422915233e+02,7.294154514910843545e+02,7.136923758961230533e+02,6.986467069050446526e+02,6.843360796721934776e+02,6.707999837858395722e+02,2.119903202948371472e+02,2.113503357666247382e+02,2.055049783404814718e+02,1.964245207336826695e+02,1.886460155725932566e+02,1.858240684988468558e+02,1.875052318092836288e+02
4.619610181395436221e+00,5.310149844471014902e+00,7.149462837691501704e+00,1.118522343733134150e+01,1.618786034197377433e+01,2.131663361026655323e+01,2.550679330761415997e+01,3.009940131092665183e+01,3.523640447927857622e+01,3.973296434330114124e+01,4.215877002033495557e+01,4.291700796291865316e+01,4.268109868325961287e+01,4.276435634553060794e+01,4.232645369474972341e+01,4.229582927019486505e+01,4.423480897629604414e+01,4.802774228846436699e+01,5.250898982411894167e+01,5.687499860567998411e+01,5.930594403308745655e+01,6.050303111926387345e+01,6.190561514387797359e+01,6.577758037484807119e+01,6.899879327138457086e+01,6.973789275970275980e+01,6.980807016069793747e+01,7.357340940312454336e+01,7.707945053003416547e+01,7.813232053894989804e+01,7.715227504136083780e+01,7.757922950051043642e+01,7.588635753829012742e+01,7.186369601599749046e+01,7.464220847626143041e+01,8.999507239163678207e+01,1.060991101607328346e+02,1.242966678222901180e+02,1.468832309142176484e+02,1.640365334508363730e+02,1.419831122943317609e+02,1.592339407469525270e+02,1.785802550690465296e+02,2.002764747907187370e+02,2.246078777387882894e+02,2.518943346664048306e+02,2.824944937672059382e+02,9.587560398445709779e+02,9.440039613897131403e+02,9.296329582602598975e+02,9.157100365351330993e+02,9.022699003227983212e+02,8.893250494160973858e+02,8.768742211079639901e+02,1.660565578632804034e+02,1.537010914177551513e+02,1.382170037331284789e+02,1.245954384204264613e+02,1.057372343577135041e+02,8.776765562923232267e+01,7.811395341674111137e+01
2.965159370619019796e+00,3.848530126838564325e+00,5.685630831048749556e+00,8.753914957929122664e+00,1.351289207720071595e+01,2.122369726055789130e+01,3.336873500100993084e+01,4.786804942491887260e+01,6.270261891772344143e+01,7.864766327948926516e+01,9.606088432471150895e+01,1.096610856910253062e+02,1.169429240580247154e+02,1.251553185596086877e+02,1.340450201446049050e+02,1.398697351103769790e+02,1.436969493554231860e+02,1.513327370298856067e+02,1.660578906938616797e+02,1.819491062860886643e+02,1.905214336874490755e+02,1.937664672945820428e+02,1.952174597814733943e+02,1.962980888593776285e+02,1.927799700391890099e+02,1.880586520442471965e+02,1.850458436303329677e+02,1.847783396583740796e+02,1.808561372675657424e+02,1.747014606666708971e+02,1.748037099052065457e+02,1.840570444746482224e+02,1.927039124138866839e+02,2.017304112770038955e+02,2.085243898642133047e+02,2.115533006143345460e+02,2.102896767920777847e+02,2.102940915354742799e+02,2.156359723189914064e+02,2.251551295014080836e+02,2.270271680141106287e+02,2.370413164958857806e+02,2.474966561401483318e+02,2.584125764167890225e+02,2.698093145929165644e+02,2.817079924128410084e+02,2.941306543280703067e+02,6.040485792151192754e+02,5.990771531651120085e+02,5.943697641441342512e+02,5.900481858142117062e+02,5.862207027213371475e+02,5.829856083646151319e+02,5.804343351388080237e+02,2.356063642422254247e+02,2.435691164082187186e+02,2.458911147142147229e+02,2.470492256670699476e+02,2.558987954487683680e+02,2.727054775507291424e+02,2.940659227773949169e+02
4.614928815373085769e+01,6.572388434806659063e+01,9.506495580679286661e+01,1.254026754425357950e+02,1.539842128127854721e+02,1.812602510980294142e+02,2.056750338317000342e+02,2.267400606090013184e+02,2.498176253765018089e+02,2.968139550132729028e+02,3.783461983092746550e+02,4.792704686937278211e+02,5.890573808901768871e+02,6.941295696847663521e+02,7.849306369188124108e+02,8.451305962668791381e+02,8.891027078933778967e+02,9.493768750202158344e+02,1.028087761279727602e+03,1.101336985183535944e+03,1.162723700619294732e+03,1.223603711689953343e+03,1.268819639920656527e+03,1.277752896954802964e+03,1.253652249537492253e+03,1.231118420667246710e+03,1.206720807997627389e+03,1.157713165544369758e+03,1.092296789936185405e+03,1.059532029577871754e+03,1.078184059632781100e+03,1.125322519212333418e+03,1.188433790941519192e+03,1.256440784923890760e+03,1.320805982650888382e+03,1.405128034038663372e+03,1.510253882110693894e+03,1.607964584743282330e+03,1.700312716690632442e+03,1.785049098723297902e+03,1.612297458979464409e+03,1.662254917766478457e+03,1.711076944099414050e+03,1.758502055406445834e+03,1.804265514935076681e+03,1.848102242776624507e+03,1.889749935570486514e+03,6.113637831417299822e+02,6.093722463484517675e+02,6.078559910585044008e+02,6.069473319722947053e+02,6.067664213551903458e+02,6.074245334121770838e+02,6.090269749994720314e+02,1.821666543764471726e+03,1.777475249003435920e+03,1.669815256999952453e+03,1.585588091557132884e+03,1.563756731004283438e+03,1.575070650288036859e+03,1.611754889252433713e+03
2.334583073948079601e+01,2.490671259669875681e+01,2.860713252285396635e+01,3.658251007511701403e+01,4.942282072468653809e+01,6.539894765955975231e+01,8.324506352547732035e+01,1.040523658647884133e+02,1.280285103079872044e+02,1.582592073834368023e+02,1.925056610843491285e+02,2.258216519206407611e+02,2.535014583961831249e+02,2.773743892317126551e+02,2.981285180453875796e+02,3.150707178112646716e+02,3.281621191711104188e+02,3.449393824144569294e+02,3.639819561333262641e+02,3.778541608313466895e+02,3.756738884388478823e+02,3.595603469229932898e+02,3.372493624482551695e+02,3.197574357094019319e+02,3.111364777461415656e+02,3.120063949621187476e+02,3.237754046546955919e+02,3.443688050798891140e+02,3.586948661977078245e+02,3.616653127968718877e+02,3.591158506394161236e+02,3.602327504911608003e+02,3.584818910940131218e+02,3.542370744728191312e+02,3.554127050182403309e+02,3.608868406793629902e+02,3.657518590385287780e+02,3.687169327644875807e+02,3.783251475054720459e+02,4.052706409956885523e+02,3.686533108105576844e+02,3.723891947058562550e+02,3.755365116797019027e+02,3.780780979431884816e+02,3.800009343116049649e+02,3.812963090061685421e+02,3.819599146061447072e+02,6.120581760646438170e+02,6.100995150560341926e+02,6.086159036293946656e+02,6.077395541446618381e+02,6.075905233333925253e+02,6.082799966933512223e+02,6.099131991031089228e+02,4.294737133796787134e+02,4.420819538035560754e+02,4.519239525903201411e+02,4.635235151106860485e+02,4.732123087834815465e+02,4.703970453355736936e+02,4.662472522600012894e+02
6.550772103899450194e+00,9.614805698196244421e+00,1.495860684414196839e+01,2.295997181340615256e+01,2.916998436378512238e+01,3.620131244587636843e+01,5.248892992049340478e+01,7.891213899547165056e+01,1.088756222932513538e+02,1.364766192065604287e+02,1.664576613516335044e+02,2.021378116484563350e+02,2.453022793489189723e+02,2.953848459158617175e+02,3.492405717045410825e+02,3.941448356720745778e+02,4.270166241692596145e+02,4.397845963217664007e+02,4.297912896835970287e+02,4.081793087947580716e+02,4.054567875989980053e+02,4.569435335969093330e+02,5.359226450525401333e+02,6.238062511431842267e+02,6.759885359155655351e+02,7.458263487046509681e+02,8.066855611563415778e+02,8.017159162334561415e+02,7.669831442874660752e+02,7.512396978177731626e+02,7.649187371079726745e+02,7.842445942429712886e+02,8.006130241419300546e+02,8.311557589800324877e+02,8.351957754191303138e+02,8.006853852054177878e+02,7.504814556209076954e+02,7.082655674549446303e+02,6.764707181938382519e+02,6.624210993081081824e+02,1.327180074924023756e+03,1.443434905442284389e+03,1.569329221956203128e+03,1.705561187650181637e+03,1.852860535371985634e+03,2.011986158799405075e+03,2.183722718523098138e+03,4.789043636315386561e+99,1.015182144305903535e+03,1.003411996200143449e+03,9.920277065823288467e+02,9.811854252045087605e+02,9.710192110532461811e+02,9.616462271334949037e+02,6.615940399779482277e+02,6.835916527123005153e+02,7.215423690009070015e+02,7.417357158668147576e+02,7.628734220782099555e+02,7.951127414592584728e+02,8.105133102854530307e+02
2.983677601840232452e+00,3.927205952639444053e+00,4.889840949107312262e+00,5.918137232096907674e+00,7.007194181082483375e+00,8.178540810542525463e+00,9.405436534098567947e+00,1.112737481341260093e+01,1.339280816962126863e+01,1.588106570708223053e+01,1.924392355365122143e+01,2.358516022783029342e+01,2.703331638725752484e+01,2.968539088555383643e+01,3.307566383685374944e+01,3.690190719127880925e+01,3.939030240941676908e+01,4.238389544553828614e+01,4.988831543446739403e+01,5.834377279455858201e+01,6.165404197698143207e+01,6.043828083509713878e+01,5.406258413147946840e+01,5.066812382796760517e+01,6.304556759457703663e+01,7.214775478031961597e+01,8.047148339777704962e+01,9.769730390388670571e+01,1.199724098944419950e+02,1.393258168849463914e+02,1.528531619108516963e+02,1.670327308685964169e+02,1.826276031403758680e+02,1.946392855681063168e+02,2.029893967300309896e+02,2.108674343741089956e+02,2.123841878330264024e+02,2.056198769037502245e+02,1.905863064736832087e+02,1.738762065581368574e+02,2.015860450113140701e+02,2.119943057215089368e+02,2.223026457669803051e+02,2.324148440356941592e+02,2.422288057615755292e+02,2.516383428324369049e+02,2.605353103942323969e+02,nan,nan,nan,nan,nan,nan,nan,1.590538236484689776e+02,1.460326302264253400e+02,1.337740391164873586e+02,1.221284727605299025e+02,1.155253592341123010e+02,1.144040989553828496e+02,1.136443390145778238e+02
2.104468431442332133e+01,2.873273386986345201e+01,3.957499027015080628e+01,5.198300592691996513e+01,6.774795535323339379e+01,9.158352860681384300e+01,1.235292537119756275e+02,1.548833855972373783e+02,1.890412264951682459e+02,2.371158282076632418e+02,2.997738923905772594e+02,3.702586399729624986e+02,4.483164239646218334e+02,5.390189331588859432e+02,6.346331299486183752e+02,7.211564085320620734e+02,8.021558912443224472e+02,8.911753393345330778e+02,9.800059217509440259e+02,1.045624404570537990e+03,1.076501306251873530e+03,1.093800448897466367e+03,1.097743571823982165e+03,1.081339149061291891e+03,1.051662609510053699e+03,1.035303413306016864e+03,1.035840686224413503e+03,1.030404569375644087e+03,1.001166247586162626e+03,9.567212532670675955e+02,9.201389334391622015e+02,9.079457401579177258e+02,9.105632659722641620e+02,9.069163747297742475e+02,8.979057505233761276e+02,8.899116108414895052e+02,8.788472125475104804e+02,8.492507170939861680e+02,8.269251268768490490e+02,8.239647211462919358e+02,7.575128472971090332e+02,7.230888302178959748e+02,6.879448167407801975e+02,6.525215969678182546e+02,6.172079944649826757e+02,5.823382382996194337e+02,5.481919518958922026e+02,2.241679999977415296e+99,5.809032593261924831e+02,5.797215150395011278e+02,5.790723479428933160e+02,5.790658499849764667e+02,5.798044711024953131e+02,5.813858035506802935e+02,8.285993475293834081e+02,8.178843433345824678e+02,7.917969981208076433e+02,7.400540921911782561e+02,6.800882536754626244e+02,6.418089410787041516e+02,6.372411472346390156e+02
2.057979561845296601e+01,2.646106639890933110e+01,3.646537273994714212e+01,5.008960634621944763e+01,6.349922443367508862e+01,7.713565529745817173e+01,9.617552118429406960e+01,1.216023020741904617e+02,1.480788073985251287e+02,1.783851193779851485e+02,2.203710514133560991e+02,2.660031324538338708e+02,2.976330334222373040e+02,3.211821149846713297e+02,3.749016126086708027e+02,4.503396304053704284e+02,5.120935060381366384e+02,5.460618145213790058e+02,5.707402678042911930e+02,5.903803043761390654e+02,5.962204229645677742e+02,6.163800273086507104e+02,6.760139194997387904e+02,7.342226531004621393e+02,7.940589869932259717e+02,8.404879143493142237e+02,8.410366290899464730e+02,8.009760292599115701e+02,7.563450397613042924e+02,7.371173695429657755e+02,7.391922237539832850e+02,7.662792032025354274e+02,7.898578392339968559e+02,7.851661529288344354e+02,7.604790179823154403e+02,7.518829037203942107e+02,7.553936787237262251e+02,7.511091458982886024e+02,7.408457937014704839e+02,7.401453872920693584e+02,8.101949650227928714e+02,8.212885539220586679e+02,8.325287187282494870e+02,8.439172470719903458e+02,8.554559441721997928e+02,8.671466328870236566e+02,8.789911537565228627e+02,2.150182857121193976e+99,5.574838727976857626e+02,5.563332164869788130e+02,5.556941369650450042e+02,5.556722518969422708e+02,5.563658372435280626e+02,5.578684999639908710e+02,7.314550112266167616e+02,7.025097708130407455e+02,6.726954558866019624e+02,6.670837531834489482e+02,6.821668543375575382e+02,7.255123920454562949e+02,7.761977322947606126e+02
